3;0,007232162
4;0,003247947
5;-0,009846082
1;-0,008451402
2;0,002128415
3;0,016169069
4;-0,00454308
5;-0,007029906
1;-0,016502259
2;-0,013284435
3;0,001089602
4;0,006116006
5;0,001658256
1;-0,001658256
2;-0,003324784
3;-0,002210586
4;0,004524649
2;-0,002929637
3;-0,003337932
4;-0,00488179
5;-0,000584496
1;0,007281762
2;0,012760149
3;0,018734581
4;0,020527458
5;-0,003415151
1;0,000276405
2;-0,010801904
3;0,002371818
4;0,013701688
5;0,010018377
1;0,009716868
2;0,004034975
3;-0,040297803
4;0,022659945
5;-0,011542157
1;-0,007525743
2;0,020671859
3;0,006593505
4;-0,006423023
5;0,001328768
1;0,000340426
2;-0,001703288
3;-0,002389487
4;-0,003766483
5;-0,001029689
1;-0,006891826
2;-0,001730404
3;-0,002080445
4;0,003810848
5;-0,002076844
1;-0,005211059
2;0,003129893
3;0,015846008
4;0,007490672
5;0,008780874
1;0,013360252
2;-0,001328021
3;-0,006666691
4;0,003338901
5;-0,0010005
1;-0,021245109
2;0,009498036
3;-0,000675448
5;-0,001352265
1;-0,000676819
2;-0,004070562
3;0,005761751
4;0,012092858
2;0,0083126
3;0,010540282
4;0,004902772
5;0
1;-0,003593014
2;-0,013507041
3;0,00099453
4;-0,002986563
5;-0,007673099
1;-0,011790603
2;-0,002035279
3;0,004066424
4;-0,001015057
5;-0,002711866
1;0,004065046
2;-0,001691762
3;-0,003731981
4;0,014510125
5;-0,008410479
1;0,005390849
2;-0,003703085
3;-0,005750058
4;-0,010571283
5;0,00273879
1;0,001707942
2;0,01355953
3;0,019340383
4;0,006583302
5;0,003602427
2;-0,003602427
3;0,011417511
4;0,015768629
5;0,008583744
1;-0,001901141
2;0,001901141
3;0,004106782
4;-0,008548414
5;0,009178732
1;-0,006321134
2;0,015416382
3;-0,005949603
4;0,002196079
5;0,003128914
2;0,008709231
3;0,001547269
4;0,003703708
5;0,001231527
1;0,00796817
2;0,004872117
3;-0,002433091
4;-0,003355196
5;0,001526485
1;0,012430052
2;0,011086256
3;0,002083644
4;-0,002083644
5;0,000297929
1;0,008306188
2;0,006771703
3;0,009345862
4;0,008106588
5;0,011182912
1;-0,005432465
2;-0,007193241
3;0,018595873
4;-0,001418239
5;0,004813828
1;0,005352879
2;-0,018146231
3;0,007127614
4;-0,010566998
5;0,000574053
1;-0,01154414
2;-0,002033998
3;0,008688152
4;-0,015400566
5;-0,017427704
1;-0,077092158
2;-0,002900888
3;0,015057148
4;-0,017319227
5;-0,004214628
1;-0,01242252
2;0,00884237
3;0,035552183
4;0,00157208
5;-0,019350326
1;-0,022676709
2;-0,003939598
3;-0,028697331
4;-0,028499783
5;0,016238049
2;0,053381585
3;-0,020680205
4;0,016121422
5;0,007478494
1;-0,006825965
2;-0,003921574
3;-0,004923693
4;-0,002306046
5;0,004935032
1;0,013042246
2;-0,001296597
3;0,007110566
4;-0,003872222
5;-0,010073196
1;-0,014142647
2;-0,007647585
3;-0,005354765
4;0,001341382
5;-0,017921021
1;-0,024172448
2;-0,019054917
3;-0,010385053
4;-0,003967544
5;-0,002533021
1;0,011169275
2;0,040033436
3;-0,014912709
5;-0,004201687
1;0,025975486
2;-0,004111003
3;-0,014174827
4;0,004169568
5;0,0106916
1;0,000342994
2;0,011253316
3;0,003047234
4;-0,002708194
5;0,013802609
1;0,007992051
2;0,021654389
3;-0,012739026
4;0,002626397
1;0,004253237
2;-0,017122578
3;-0,006998862
4;-0,007385062
5;0,003363609
1;-0,003700593
2;-0,000337098
3;-0,003715593
4;-0,007813867
5;0
1;0,005781346
2;0,01647927
3;0,002664892
4;-0,005336904
5;0,006002019
1;0,011239788
2;-0,003622596
3;-0,005956338
4;0,003313456
5;-0,002318266
1;-0,006987219
2;0,001001168
3;-0,004010701
4;-0,002682765
5;-0,004374902
1;0,018379799
2;0
3;0,015116949
4;0,019380452
5;0,011766712
1;-0,004436002
2;-0,001589068
3;0,005076153
4;-0,003169575
5;-0,00796817
1;-0,023964877
2;0,004904375
